youdescribe_link,audio_clip_file_path,audio_clip_file_name,audio_clip_duration,audio_clip_start_time,audio_clip_end_time,audio_clip_playback_type,db_transcript,oa_transcript_sentence,bleu_score,cosine_similarity
https://youdescribe.org/video/728sCZS2NZI?ad=63bc53f129962a34dc065d58,/current/728sCZS2NZI,728sCZS2NZI_63bc69db48f15f34e2632edf.wav,3.4989999999999997,19.958142857142857,19.958142857142857,extended,so some good arcing into it see," Sassane Godarzi, Intuit CEO.",0.061,0.0
https://youdescribe.org/video/728sCZS2NZI?ad=63bc53f129962a34dc065d58,/current/728sCZS2NZI,728sCZS2NZI_63bc6b7929962a34dc065d66.wav,4.2669999999999995,60.18385714285714,60.18385714285714,extended,I'll sing Patel seeing your software development manager," Masim Patel, Senior Software Development Manager.",0.494,0.41100000000000003
https://youdescribe.org/video/728sCZS2NZI?ad=63bc53f129962a34dc065d58,/current/728sCZS2NZI,728sCZS2NZI_63bc6bcd29962a34dc065d67.wav,4.096,78.74957142857143,78.74957142857143,extended,Alex balázs as VP into Chief Architect," Alex Belange, SVP, Intuit Chief Architect",0.499,0.304
https://youdescribe.org/video/FYUVUwpH_i0?ad=5fd45f1ace0a842f6990b04c,/current/FYUVUwpH_i0,FYUVUwpH_i0_5fd46ebd69f2192f6390161b.wav,1.536,293.91870011634825,295.45470011634825,inline,Finn, thing.,0.07,0.0
https://youdescribe.org/video/8_ILLMBtryg?ad=61c8b4a9f5a44c090b4707bf,/current/8_ILLMBtryg,8_ILLMBtryg_61c8c137f5a44c090b4707c1.wav,3.4989999999999997,7.931183,7.931183,extended,Alex De line is panting Martita zebra staying besides, Alex the lion is panting while Marty the zebra is staying beside him.,0.573,0.32899999999999996
https://youdescribe.org/video/8_ILLMBtryg?ad=61c8b4a9f5a44c090b4707bf,/current/8_ILLMBtryg,8_ILLMBtryg_61c8c242f5a44c090b4707c4.wav,2.219,138.98286399999998,138.98286399999998,extended,suddenly a line klum's and Roar, Suddenly a line comes and roars.,0.622,0.43200000000000005
https://youdescribe.org/video/8_ILLMBtryg?ad=61c8b4a9f5a44c090b4707bf,/current/8_ILLMBtryg,8_ILLMBtryg_61c8c28eddd6a209053b471b.wav,2.3890000000000002,189.782084,189.782084,extended,the Linings you bzees Alex's hand-me-downs, The lion named Zuba sees Alex's hand.,0.42200000000000004,0.253
https://youdescribe.org/video/8_ILLMBtryg?ad=61c8b4a9f5a44c090b4707bf,/current/8_ILLMBtryg,8_ILLMBtryg_61c8c33addd6a209053b471e.wav,4.181,262.310718,262.310718,extended,Petey the henchmen of mukunda is hiding behind the rock next to mukunda, Tietze the henchman of Mukunga is hiding behind a rock next to Mukunga.,0.6920000000000001,0.423
https://youdescribe.org/video/52tpYl2tTqk?ad=6003156469f2192f639024b3,/current/52tpYl2tTqk,52tpYl2tTqk_60031dfc69f2192f639024b8.wav,3.072,99.602273,99.602273,extended,if people were to collagen fiber Rose appears, A table with two columns and five rows appears.,0.33,0.067
https://youdescribe.org/video/D-BR3wPRr0k?ad=5b39832195cd6f3bd9b09c25,/current/D-BR3wPRr0k,D-BR3wPRr0k_5b39844e95cd6f3bd9b09c29.wav,4.551,7.394611005722046,7.394611005722046,extended, Rip a band aid off of the band aid sheet., Rip a bandaid off of the bandaid sheet.,0.8740000000000001,0.305
https://youdescribe.org/video/cRN6H-GImyU?ad=63b5e61c29962a34dc065aee,/current/cRN6H-GImyU,cRN6H-GImyU_63b5ed6329962a34dc065af2.wav,5.803,9.092178980926514,14.89484564759318,inline,the cooking foodie, TheCookingFoodie,0.51,0.0
https://youdescribe.org/video/uySTc27fiN4?ad=5f305803244b0e149217e624,/current/uySTc27fiN4,uySTc27fiN4_5f31c4fe4247471490b1e0fd.wav,0.768,183.615678,184.383678,inline,Bell, bell,0.266,1.0
https://youdescribe.org/video/uySTc27fiN4?ad=5f305803244b0e149217e624,/current/uySTc27fiN4,uySTc27fiN4_5f31c0954247471490b1e0ef.wav,0.768,218.243982,219.011982,inline,t.i., Tiana.,0.039,0.0
https://youdescribe.org/video/uySTc27fiN4?ad=5f305803244b0e149217e624,/current/uySTc27fiN4,uySTc27fiN4_5f31c0c8244b0e149217e6cc.wav,1.109,270.98573799999997,272.0950713333333,inline,Merida Drazen, Merida draws a bow.,0.32299999999999995,0.261
https://youdescribe.org/video/uySTc27fiN4?ad=5f305803244b0e149217e624,/current/uySTc27fiN4,uySTc27fiN4_5f31c14c244b0e149217e6ce.wav,0.768,308.353414,309.121414,inline,jazz, Jasmine,0.027999999999999997,0.0
https://youdescribe.org/video/uySTc27fiN4?ad=5f305803244b0e149217e624,/current/uySTc27fiN4,uySTc27fiN4_5f31c239244b0e149217e6d2.wav,0.853,423.536405,424.38973833333336,inline,Pocoyo, Pocahontas,0.1,0.0
https://youdescribe.org/video/uySTc27fiN4?ad=5f305803244b0e149217e624,/current/uySTc27fiN4,uySTc27fiN4_5f31c27f4247471490b1e0f6.wav,1.4509999999999998,445.399878,446.85054466666674,inline,Ted squirms, Ted Squirbs.,0.39799999999999996,0.336
https://youdescribe.org/video/uySTc27fiN4?ad=5f305803244b0e149217e624,/current/uySTc27fiN4,uySTc27fiN4_5f31c309244b0e149217e6d7.wav,2.048,566.9829129999998,569.0309129999998,inline,Mary dies holding a book she wins, Merida is holding a book. She winds up.,0.534,0.304
https://youdescribe.org/video/fdWjFIuBDqE?ad=5ede6db28b60190d32ef03ac,/current/fdWjFIuBDqE,fdWjFIuBDqE_5ede70618b60190d32ef03b7.wav,5.12,106.124839,106.124839,extended,a white puppy is holding onto and licking a nice, A white puppy is holding on to and licking an ice cream.,0.7390000000000001,0.47700000000000004
https://youdescribe.org/video/HcN6UJO6Q-0?ad=5ae1fd1ca7f43906fecc713f,/current/HcN6UJO6Q-0,HcN6UJO6Q-0_5ae209aba7f43906fecc716a.wav,2.786,3060.002913019073,3062.789307576897,inline, Any chunks to drink wincing.," Annie chugs the drink, wincing.",0.5479999999999999,0.252
https://youdescribe.org/video/NooW_RbfdWI?ad=5b183b23a08cad73916bdf14,/current/NooW_RbfdWI,NooW_RbfdWI_5b183b59a08cad73916bdf18.wav,3.072,20.405896822616576,20.405896822616576,extended, Oh In touch is bluer young raptor.," Owen touches Blue, a young raptor.",0.615,0.20600000000000002
https://youdescribe.org/video/NooW_RbfdWI?ad=5b183b23a08cad73916bdf14,/current/NooW_RbfdWI,NooW_RbfdWI_5b183bf7a08cad73916bdf1f.wav,1.536,88.409028,89.94502800000002,inline, June 22., June 22nd.,0.6990000000000001,0.336
https://youdescribe.org/video/cwjMwmDSKV0?ad=633f151544d9f31eaf8e2697,/current/cwjMwmDSKV0,cwjMwmDSKV0_633f153644d9f31eaf8e269a.wav,4.437,10.467379,10.467379,extended,the creature picks up this itemthe creature picks up this item, the creature picks up this item.,0.39899999999999997,0.9129999999999999
https://youdescribe.org/video/5yGDP151_bM?ad=5c19d445d3a30918d8e7a1df,/current/5yGDP151_bM,5yGDP151_bM_5c19d470db5fb418cbb9dafe.wav,2.475,2.2603590000000002,4.735025666666667,inline," Title, a mighty pink would tree."," Title, The Mighty Pinkwood Tree.",0.493,0.43200000000000005
https://youdescribe.org/video/5yGDP151_bM?ad=5c19d445d3a30918d8e7a1df,/current/5yGDP151_bM,5yGDP151_bM_5c19d50cdb5fb418cbb9db01.wav,1.28,20.511751999999998,21.791752,inline, His house shake., His health shakes.,0.527,0.20199999999999999
https://youdescribe.org/video/5yGDP151_bM?ad=5c19d445d3a30918d8e7a1df,/current/5yGDP151_bM,5yGDP151_bM_5c19ddbddb5fb418cbb9db1c.wav,2.8160000000000003,309.386748,312.202748,inline, We We appears flapping his arms hard.," He reappears, flapping his arms hard.",0.795,0.381
https://youdescribe.org/video/OS1bu8p8GZk?ad=62e5802ab3cd2509ff22bcd5,/current/OS1bu8p8GZk,OS1bu8p8GZk_62e59801b3cd2509ff22be0e.wav,2.475,13.97088,16.445546666666665,inline,sugar donuts, Sugar donut.,0.736,0.336
https://youdescribe.org/video/OS1bu8p8GZk?ad=62e5802ab3cd2509ff22bcd5,/current/OS1bu8p8GZk,OS1bu8p8GZk_62e59ab0b3cd2509ff22be16.wav,4.523,158.460712,162.98337866666668,inline,after proofing punch air out of the doughafter proofing punch air out of the dough," After proofing, punch air out of the dough.",0.369,0.9359999999999999
https://youdescribe.org/video/OS1bu8p8GZk?ad=62e5802ab3cd2509ff22bcd5,/current/OS1bu8p8GZk,OS1bu8p8GZk_62e59b1273ff460a05c8016f.wav,5.12,177.97419399999998,183.094194,inline,cut the dough into smaller pieces any desired sizecut the dough into smaller pieces any desired size," Cut the dough into smaller pieces, any desired size.",0.369,0.943
https://youdescribe.org/video/OS1bu8p8GZk?ad=62e5802ab3cd2509ff22bcd5,/current/OS1bu8p8GZk,OS1bu8p8GZk_62e59d3b73ff460a05c8017b.wav,5.291,354.73675499999996,360.0274216666667,inline,dust with powdered sugar or coat with granulated sugardust with powdered sugar or coat with granulated sugar, Dust with powdered sugar or coat with granulated sugar.,0.375,0.9620000000000001
https://youdescribe.org/video/mZ6eeAjgSZI?ad=5e5965d720a2256c9cf2c62b,/current/mZ6eeAjgSZI,mZ6eeAjgSZI_5e5a0129d4259774fcf4f311.wav,8.545,39.023391,47.5683343106576,inline,blind hides peering timidly from behind the leg fuzz has a sad and De le the other dust bunnies T splint," Lint hides, peering timidly from behind the lake. Fuzz has a saddened look. The other dust bunnies tease Lint.",0.69,0.486
https://youdescribe.org/video/mZ6eeAjgSZI?ad=5e5965d720a2256c9cf2c62b,/current/mZ6eeAjgSZI,mZ6eeAjgSZI_5e599bdbf4b01170814eb87c.wav,4.365,86.45469800000002,90.82004947392292,inline,went store for expression turns eventful, Linstolfo expression turns vengeful.,0.562,0.261
https://youdescribe.org/video/mZ6eeAjgSZI?ad=5e5965d720a2256c9cf2c62b,/current/mZ6eeAjgSZI,mZ6eeAjgSZI_5e59a8821e79f07200d94ab3.wav,4.458,132.64406114718628,137.1022924397033,inline,gather the piecesgather the pieces, Lint gathers the pieces.,0.43799999999999994,0.41100000000000003
https://youdescribe.org/video/mZ6eeAjgSZI?ad=5e5965d720a2256c9cf2c62b,/current/mZ6eeAjgSZI,mZ6eeAjgSZI_5e59e4367ab87a7517b004e3.wav,4.923,186.843452,191.76608238548755,inline,no point to the evil made with an unforgiving expression they not, Lint points at the evil maid with an unforgiving expression. They nod.,0.736,0.415
https://youdescribe.org/video/-Kb1VHx2pKk?ad=5fa433ee6832dc5fe4ac592b,/current/-Kb1VHx2pKk,-Kb1VHx2pKk_5fa4387e206e0d5fdec3dc7e.wav,2.3040000000000003,76.804282,76.804282,extended,54 exchange on the hundreds rod, 5-4 exchange on the 100th Road.,0.574,0.381
https://youdescribe.org/video/-Kb1VHx2pKk?ad=5fa433ee6832dc5fe4ac592b,/current/-Kb1VHx2pKk,-Kb1VHx2pKk_5fa438bf206e0d5fdec3dc7f.wav,3.5839999999999996,91.17769,91.17769,extended,she said it's 1346 on the abacus," She sets $1,346 on the abacus.",0.627,0.45
https://youdescribe.org/video/-Kb1VHx2pKk?ad=5fa433ee6832dc5fe4ac592b,/current/-Kb1VHx2pKk,-Kb1VHx2pKk_5fa438d96832dc5fe4ac5932.wav,1.7069999999999999,98.502966,98.502966,extended,paperwork's change, 5-4 exchange.,0.28300000000000003,0.0
https://youdescribe.org/video/F7Ug863S8dQ?ad=5d4da9b8d33bd66fd72baaf7,/current/F7Ug863S8dQ,F7Ug863S8dQ_5d4dad122670216ebfa067c2.wav,2.508,33.029737,33.029737,extended, Text reads their cookie.," Text reads, they're kooky.",0.539,0.29100000000000004
https://youdescribe.org/video/T1Hg9lJ0wS4?ad=5ec80b6fd8088e3397699689,/current/T1Hg9lJ0wS4,T1Hg9lJ0wS4_5ec80e7b1eb74233959e0598.wav,20.898000000000003,151.905562,151.905562,extended,Sharon Smith enters she's a woman with short mid length light brown hair she can be viewed from the waist up and is wearing a black polka dot shirt with a black sweater she stands speaking into the same microphone throughout the lecture she reads from a series of papers that she holdsSharon Smith enters she's a woman with short mid length light brown hair she can be viewed from the waist up and is wearing a black polka dot shirt with a black sweater she stands speaking into the same microphone throughout the lecture she reads from a series of papers that she holds, Sharon Smith enters. She is a woman with short mid-length light brown hair. She can be viewed from the waist up and is wearing a black polka dot shirt with a black sweater. She stands speaking into the same microphone. Throughout the lecture she reads from a series of papers that she holds.,0.35700000000000004,0.988
https://youdescribe.org/video/T1Hg9lJ0wS4?ad=5ec80b6fd8088e3397699689,/current/T1Hg9lJ0wS4,T1Hg9lJ0wS4_5ec81522d8088e3397699697.wav,22.848000000000003,3443.1631380000003,3443.1631380000003,extended,close-up of dr. Ryan Patterson at Carleton University dr. Patterson is a male with light brown hair glasses and a beard he is wearing a suit jacket over a black shirt and a white collar he is seated behind a long wooden desk in a classroom he gestures with his hands as he asked the questionclose-up of dr. Ryan Patterson at Carleton University dr. Patterson is a male with light brown hair glasses and a beard he is wearing a suit jacket over a black shirt and a white collar he is seated behind a long wooden desk in a classroom he gestures with his hands as he asked the question," Close-up of Dr. Ryan Patterson at Carleton University. Dr. Patterson is a male with light brown hair, glasses, and a beard. He is wearing a suit jacket over a black shirt and a white collar. He is seated behind a long wooden desk in a classroom. He gestures with his hands as he asks the question.",0.35,0.968
https://youdescribe.org/video/Bzua8Zvlppo?ad=5b679cae5673f74614a1e37c,/current/Bzua8Zvlppo,Bzua8Zvlppo_5b679d015673f74614a1e37e.wav,4.096,7.0089630000000005,7.0089630000000005,extended," Irv a shiv, i'd attorney and organizer."," Urvashi Vaid, attorney and organizer.",0.6759999999999999,0.43200000000000005
https://youdescribe.org/video/Y36OS7TgY8s?ad=62e314df73ff460a05c7fe49,/current/Y36OS7TgY8s,Y36OS7TgY8s_62e4121973ff460a05c7fe6d.wav,8.619,182.40039,191.01905666666664,inline,when you take it out of the oven place it on a cooling rack let it cool until the cookies are forwhen you take it out of the oven place it on a cooling rack let it cool until the cookies are for," When you take it out of the oven, place it on a cooling rack. Let it cool until the cookies are firm.",0.35700000000000004,0.945
https://youdescribe.org/video/TvYCwP1U0xs?ad=5daf93fca1e0b61157da01f9,/current/TvYCwP1U0xs,TvYCwP1U0xs_5daf94190aeae11174e32694.wav,2.3040000000000003,24.871943938964844,27.17594393896484,inline,who never resumes picking up today, Oona resumes picking up twigs.,0.632,0.381
https://youdescribe.org/video/TvYCwP1U0xs?ad=5daf93fca1e0b61157da01f9,/current/TvYCwP1U0xs,TvYCwP1U0xs_5daf9629a1e0b61157da0203.wav,2.048,117.437294,119.485294,inline,Baba pics at the Centre of the, Baba Pecks at the Sand triumphantly.,0.371,0.38799999999999996
https://youdescribe.org/video/nGeKSiCQkPw?ad=58e7cf2c46e13dfd851a2153,/legacy,1393689445298.wav,6.138,2.221,2.221,extended, But brother so often. So sellers would of said uh., The man tells the dog what he found in the fridge.,0.06,0.0
https://youdescribe.org/video/nGeKSiCQkPw?ad=58e7cf2c46e13dfd851a2153,/legacy,1393689479288.wav,6.394,11.581,11.581,extended," Some tomatoes, much nan wretched yes because they toured as the interests of body.", These are very tasty things and the dog shows a lot of interest.,0.266,0.085
https://youdescribe.org/video/nGeKSiCQkPw?ad=58e7cf2c46e13dfd851a2153,/legacy,1393689518881.wav,7.928,28.706999999999997,28.706999999999997,extended," Day feeling is the vision has share you go fun, she's go there some.", Now the dog has found out that his master ate everything by himself.,0.23600000000000002,0.075
https://youdescribe.org/video/nGeKSiCQkPw?ad=58e7cf2c46e13dfd851a2153,/legacy,1393689549220.wav,6.649,32.115,32.115,extended," Order to short bond, a equation more, because the beard like it expand.", He turned away from the Lord and said that he would kill him with such words.,0.138,0.036000000000000004
https://youdescribe.org/video/nGeKSiCQkPw?ad=58e7cf2c46e13dfd851a2153,/legacy,1393689572460.wav,6.138,42.716,42.716,extended," And the truth of which understanding a tractor yesterday. Blood officer, yeah.", The man started to tell about other things that were still in the fridge.,0.146,0.083
https://youdescribe.org/video/nGeKSiCQkPw?ad=58e7cf2c46e13dfd851a2153,/legacy,1393689599070.wav,6.649,49.857,49.857,extended, A position to France a he pays the trainers novels do re me a char me not to give edge., The story is interesting and the dog starts to listen to us again with big eyes.,0.21,0.17600000000000002
https://youdescribe.org/video/nGeKSiCQkPw?ad=58e7cf2c46e13dfd851a2153,/legacy,1393689633251.wav,7.672999999999999,61.842,61.842,extended," The smell of whisky. Russian scientists, honey, uh."," As the story progresses, the interest increases.",0.105,0.139
https://youdescribe.org/video/nGeKSiCQkPw?ad=58e7cf2c46e13dfd851a2153,/legacy,1393689650943.wav,5.882000000000001,66.934,66.934,extended," Nine. Yesterday, she scored oslo court. Yeah."," Unfortunately, everything was taken by the cat.",0.061,0.0
https://youdescribe.org/video/msKubf4fE8E?ad=6434b9b30039af00246b6808,/current/msKubf4fE8E,msKubf4fE8E_6434bee20039af00246b6823.wav,3.4130000000000003,232.53441899999999,235.9477523333333,inline,the men appear still faced and perplexed, The man appeared stone-faced and perplexed.,0.66,0.40299999999999997
https://youdescribe.org/video/pH_Zq1ZS7O8?ad=5b6c66e05673f74614a1e396,/current/pH_Zq1ZS7O8,pH_Zq1ZS7O8_5b6c6c0ce6cc7f461fb09ced.wav,1.621,204.261875,204.261875,extended," Reiland,", Ryland,0.36700000000000005,0.0
https://youdescribe.org/video/pH_Zq1ZS7O8?ad=5b6c66e05673f74614a1e396,/current/pH_Zq1ZS7O8,pH_Zq1ZS7O8_5b6c6c415673f74614a1e39b.wav,1.365,208.533498,209.89883133333333,inline, He lifts., He whiffs.,0.317,0.336
https://youdescribe.org/video/pH_Zq1ZS7O8?ad=5b6c66e05673f74614a1e396,/current/pH_Zq1ZS7O8,pH_Zq1ZS7O8_5b6c7adbe6cc7f461fb09cfd.wav,1.7069999999999999,1536.1063449923706,1537.8130116590369,inline, Kept the black., Cut to black.,0.47200000000000003,0.20199999999999999
https://youdescribe.org/video/hoQ0_smwA3k?ad=5e99aa33f833484694390dee,/current/hoQ0_smwA3k,hoQ0_smwA3k_5e99ad55f833484694390dfc.wav,9.937999999999999,67.92315833333335,67.92315833333335,extended,IU Trident Indiana University Research dot impact .i U dot edu / Coronavirus, iutridentindianauniversityresearch.impact.iu.edu slash coronavirus,0.511,0.319
https://youdescribe.org/video/BJTgEAuCI8Y?ad=5f8dd7496832dc5fe4ac5390,/current/BJTgEAuCI8Y,BJTgEAuCI8Y_5f8dd8b9206e0d5fdec3d6be.wav,12.167,36.495748999999996,36.495748999999996,extended,multiple angles of the commemorative ring covered in diamonds and gems with the Argonauts head on the front of the Ringmultiple angles of the commemorative ring covered in diamonds and gems with the Argonauts head on the front of the Ring, Multiple angles of the commemorative ring covered in diamonds and gems with the organaut's head on the front of the ring.,0.35700000000000004,0.9329999999999999
https://youdescribe.org/video/oZvXme9D-EU?ad=633f52d5934e8a1ea9f83314,/current/oZvXme9D-EU,oZvXme9D-EU_633f530d44d9f31eaf8e26c5.wav,3.158,70.09085496185303,73.24876879405257,inline,cancer a glove," Answer, a glove.",0.46399999999999997,0.336
https://youdescribe.org/video/pK7UA1B-PSA?ad=61a455803b2e2707ed89f0f5,/current/pK7UA1B-PSA,pK7UA1B-PSA_61a45bf23b2e2707ed89f108.wav,7.4239999999999995,23.364285714285717,30.788285714285717,inline,his body flattens while Rapunzel carefully approaches him she looks around the roomhis body flattens while Rapunzel carefully approaches him she looks around the room, His body flattens while Rapunzel carefully approaches him. She looks around the room.,0.36200000000000004,0.961
https://youdescribe.org/video/jNlbq2Trz44?ad=60346ca8aad36831fd7e65bf,/current/jNlbq2Trz44,jNlbq2Trz44_60346ee580c96d31ff118e77.wav,4.551,110.20624099999999,110.20624099999999,extended,Elizabeth gavrieli therapist Nashoba learning group," Elizabeth Gavriel, lead therapist, Neshoba Learning Group.",0.638,0.45
https://youdescribe.org/video/ZwWaWQagwWQ?ad=6403918b19683a00242e8915,/current/ZwWaWQagwWQ,ZwWaWQagwWQ_6403935282dfff001e525d27.wav,8.533,4.460259,4.460259,extended,a woman reads off a screen and a man uses a device to magnify a box labela woman reads off a screen and a man uses a device to magnify a box label," A woman reads off a screen, and a man uses a device to magnify a box label.",0.37,0.9690000000000001
https://youdescribe.org/video/fYX1BcgWMqw?ad=63abe3d529962a34dc0658a2,/current/fYX1BcgWMqw,fYX1BcgWMqw_63abe44a29962a34dc0658aa.wav,4.087,126.1010079885559,130.18772000669648,inline,in a cup add I survived 100 ml of milk, In a cup add ice and 500 milliliters of milk,0.493,0.42100000000000004
https://youdescribe.org/video/ai1G9FH6LCM?ad=62aa8b9e73ff460a05c7ae43,/current/ai1G9FH6LCM,ai1G9FH6LCM_62aa8bf2b3cd2509ff226358.wav,1.95,85.09021354166667,85.09021354166667,extended,Three Wood stocks are, Three Woodstocks are dancing.,0.599,0.336
https://youdescribe.org/video/ai1G9FH6LCM?ad=62aa8b9e73ff460a05c7ae43,/current/ai1G9FH6LCM,ai1G9FH6LCM_62aa8c10b3cd2509ff226359.wav,2.136,109.830927,109.830927,extended,pigpen begins to dances, Pigpen begins to dance as well.,0.6459999999999999,0.45
https://youdescribe.org/video/ai1G9FH6LCM?ad=62aa8b9e73ff460a05c7ae43,/current/ai1G9FH6LCM,ai1G9FH6LCM_62aa8c1773ff460a05c7ae47.wav,2.6010000000000004,111.18952,111.18952,extended,Lucy coughs because of pig pens done, Lucy coughs because of Pigpen's dust.,0.688,0.45
https://youdescribe.org/video/mj0cjB9B4SQ?ad=60efbe2ff1539c07e70d6370,/current/mj0cjB9B4SQ,mj0cjB9B4SQ_60efbeda3b2e2707ed89b083.wav,2.56,22.058988,22.058988,extended,the lower we were show, The Lāwāwīwishā.,0.062,0.19399999999999998
https://youdescribe.org/video/ckCIhBfkWdM?ad=6403a3f419683a00242e8a5c,/current/ckCIhBfkWdM,ckCIhBfkWdM_6403a57282dfff001e525e3f.wav,7.68,56.03828299999999,56.03828299999999,extended,contrary to the previous diagram the recite me is able to connect to all three computerscontrary to the previous diagram the recite me is able to connect to all three computers," Contrary to the previous diagram, the Recite.me is able to connect to all three computers.",0.34700000000000003,0.9790000000000001
https://youdescribe.org/video/ckCIhBfkWdM?ad=6403a3f419683a00242e8a5c,/current/ckCIhBfkWdM,ckCIhBfkWdM_6403a5d219683a00242e8a7b.wav,5.547000000000001,67.1221,67.1221,extended,an image of a computer with text on it with a speech bubble next to itan image of a computer with text on it with a speech bubble next to it, An image of a computer with text on it with a speech bubble next to it.,0.374,0.972
https://youdescribe.org/video/ZUJJdeByJa0?ad=5fded1adce0a842f6990b474,/current/ZUJJdeByJa0,ZUJJdeByJa0_5fded2dfce0a842f6990b478.wav,4.523,35.060085,35.060085,extended,Ainsley scripts of back of a knife Augusta bundles dime over a plate, It instantly scrapes the back of the knife against the bundle of time over a plate.,0.526,0.308
https://youdescribe.org/video/ZUJJdeByJa0?ad=5fded1adce0a842f6990b474,/current/ZUJJdeByJa0,ZUJJdeByJa0_5fded60fce0a842f6990b481.wav,1.8769999999999998,144.78710800000002,146.66444133333331,inline,there are white charcoal Zindagi, There are white charcoals in the grill.,0.611,0.345
https://youdescribe.org/video/ZUJJdeByJa0?ad=5fded1adce0a842f6990b474,/current/ZUJJdeByJa0,ZUJJdeByJa0_5fded6b9ce0a842f6990b484.wav,2.475,170.578519,170.578519,extended,Ainsley tricks and excitement, Ainsley jerks in excitement.,0.645,0.336
https://youdescribe.org/video/2ZWmYE2TwNM?ad=61d4c415f5a44c090b470d62,/current/2ZWmYE2TwNM,2ZWmYE2TwNM_61d4c560ddd6a209053b4c64.wav,1.8769999999999998,6.416561,6.416561,extended,Cookie Monster and Conquer our scene, Cookie Monster and Gonger are singing.,0.5660000000000001,0.336
https://youdescribe.org/video/UzIPG6LH4aU?ad=639fd56e29962a34dc0653a1,/current/UzIPG6LH4aU,UzIPG6LH4aU_639fd57729962a34dc0653a4.wav,1.765,31.611413102996828,33.37612965628481,inline,Whip It, whip it,0.366,1.0
https://youdescribe.org/video/UzIPG6LH4aU?ad=639fd56e29962a34dc0653a1,/current/UzIPG6LH4aU,UzIPG6LH4aU_639fd5c048f15f34e2632584.wav,4.83,84.782161207901,89.61191177479442,inline,siftedsifted, Sift it.,0.09699999999999999,0.0
https://youdescribe.org/video/UzIPG6LH4aU?ad=639fd56e29962a34dc0653a1,/current/UzIPG6LH4aU,UzIPG6LH4aU_639fd60048f15f34e2632586.wav,4.087,142.67665589318847,146.76336791132906,inline,Global more cold water, It'll add more cold water.,0.602,0.45
https://youdescribe.org/video/1_q8txKyg4E?ad=63a2395f48f15f34e263266c,/current/1_q8txKyg4E,1_q8txKyg4E_63a23a5629962a34dc065481.wav,5.1080000000000005,239.00775404005432,244.11614406273011,inline,pour about 80 to 100 ml per mole, Pour about 80-100ml per mold.,0.6709999999999999,0.41100000000000003
https://youdescribe.org/video/5A0-u85aAYg?ad=58e7cf3046e13dfd851a232e,/legacy,14295557321501.wav,1.534,182.832,182.832,extended, Rick ink elvis bump., Wrecking cow fist bump,0.233,0.14400000000000002
https://youdescribe.org/video/5A0-u85aAYg?ad=58e7cf3046e13dfd851a232e,/legacy,14295559758051.wav,1.534,248.612,248.612,extended, Khalif answer face., Carly fans her face.,0.439,0.171
https://youdescribe.org/video/CAmFe7k013E?ad=58e7cf3046e13dfd851a2305,/legacy,14298108165951.wav,7.672999999999999,196.199,203.86900000000003,inline," The peer connection network, k BC n u m t dot e d u slash o s s slash k BC n."," The Peer Connection Network, KPCN, umt.edu.",0.244,0.272
https://youdescribe.org/video/bTM06NZOyDQ?ad=61050a293b2e2707ed89b9a9,/current/bTM06NZOyDQ,bTM06NZOyDQ_61063b303b2e2707ed89bb1d.wav,7.595,229.21708999999998,236.81175666666667,inline,senior 65-plus who use the internet on a frequent basissenior 65-plus who use the internet on a frequent basis, Senior 65 plus who use the internet on a frequent basis.,0.359,0.9490000000000001
https://youdescribe.org/video/bTM06NZOyDQ?ad=61050a293b2e2707ed89b9a9,/current/bTM06NZOyDQ,bTM06NZOyDQ_61063ba93b2e2707ed89bb22.wav,4.437,302.62386000000004,307.06119333333334,inline,in 2013 Amazon have one thousand robots operated warehouses," In 2013, Amazon had 1,000 robots operating in warehouses.",0.638,0.44799999999999995
https://youdescribe.org/video/ikGVWEvUzNM?ad=58e7cf3346e13dfd851a24be,/legacy,14464232422581.wav,8.951,295.10400000000004,295.10400000000004,extended, First assistant director. Air me here. Back racy. Second assist a director peter wang.," First Assistant Director, Irmir Bakrassi. Second Assistant Director, Peter Huang.",0.5329999999999999,0.46799999999999997
https://youdescribe.org/video/ikGVWEvUzNM?ad=58e7cf3346e13dfd851a24be,/legacy,14464248142001.wav,15.600999999999999,300.203,300.203,extended," Grip rene gonzalez. Art department, kelly zach, nat tran, rene gonzalez, production assistance, alfredo funes, nikki garcia's elisa del valle killer or teeth?"," Grip, Renee Gonzalez, Art Department, Kelly Zak, Nat Tran, Renee Gonzalez, Production Assistants, Alfredo Funes, Nikki Garces, Elisa DelVale, Kayla Ortiz.",0.498,0.409
https://youdescribe.org/video/ikGVWEvUzNM?ad=58e7cf3346e13dfd851a24be,/legacy,14464233563371.wav,9.207,302.404,302.404,extended," Special things. Shelley summer! Jose munoz yelled, ill andra adames, jose adames!"," Special thanks, Shelly Thomer, Jose Munoz, Yael Delange, Adames, Jose Adames.",0.46299999999999997,0.48
https://youdescribe.org/video/3Qp1uk9zSo8?ad=58e7cf3046e13dfd851a2307,/legacy,14298123393811.wav,6.905,133.441,140.351,inline," The pure connection network, k BC n u m t dot e d u slash o s s slash k BC n."," The Peer Connection Network KPCN, umt.edu.",0.205,0.19
